"total_cup_points","species","country_of_origin","region","harvest_year","grading_date","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","color"
81.5,"Arabica","Brazil","sul de minas","2014","July 29th, 2014",7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,"Green"
81.5,"Arabica","Haiti","dondon, haiti","2013","May 5th, 2014",7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,"Bluish-Green"
81.5,"Arabica","Taiwan","taichung xinshe 台中市新社區","2013/2014","December 26th, 2013",7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,"Green"
81.5,"Arabica","Mexico","la concordia, chiapas","2013","March 11th, 2013",7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,"Green"
81.5,"Arabica","Mexico","amatenango de la frontera","2012","August 30th, 2012",7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,"Green"
81.5,"Arabica","Mexico","temaxcalapa","2012","August 29th, 2012",7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,"Green"
81.5,"Arabica","Mexico","manzanillo","2012","August 1st, 2012",7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,"Green"
81.5,"Arabica","Mexico","tapachula","2012","July 26th, 2012",7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,"Green"
81.5,"Arabica","Mexico","atoyac de alvarez","2012","July 26th, 2012",7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,"Green"
81.5,"Arabica","Indonesia","ijen","2012","May 24th, 2012",7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,"Green"
81.5,"Arabica","Brazil","sul de minas","2012","April 12th, 2012",7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,"Blue-Green"
81.5,"Arabica","Guatemala","oriente","2012","January 25th, 2012",7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,"Green"
81.42,"Arabica","Mexico","veracruz","2017","May 12th, 2017",7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,"Green"
81.42,"Arabica","Guatemala","san marcos","2016","March 17th, 2016",7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,"Green"
81.42,"Arabica","Brazil","cerrado","2015/2016","December 3rd, 2015",7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,"Green"
81.42,"Arabica","Honduras","marcala","2015","May 12th, 2015",7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,"Green"
81.42,"Arabica","Taiwan","苗栗三灣","2014","November 23rd, 2014",7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,"Green"
81.42,"Arabica","Malawi","mzuzu","2014","November 4th, 2014",7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,"Bluish-Green"
81.42,"Arabica","Brazil","south of minas","2014/2015","October 17th, 2014",7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,"Green"
81.42,"Arabica","Guatemala","san lucas toliman, solola","2014","May 26th, 2014",7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,"Green"
81.42,"Arabica","Mexico","siltepec el triunfo","2014","May 1st, 2014",7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,"Green"
81.42,"Arabica","Peru","puno","2013","February 27th, 2014",7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,"Bluish-Green"
81.42,"Arabica","Guatemala","oriente","2013","October 7th, 2013",7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,"Green"
81.42,"Arabica","Mexico","huazalingo, hidalgo","2012","September 27th, 2012",7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,"None"
81.42,"Arabica","Colombia","huila","2011","November 11th, 2011",7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,"Green"
81.33,"Arabica","Honduras","comayagua","2016 / 2017","June 9th, 2016",7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,"Bluish-Green"
81.33,"Arabica","Mexico","veracruz","2016","February 25th, 2016",7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,"Green"
81.33,"Arabica","Brazil","cerrado","2015/2016","November 20th, 2015",7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,"Green"
81.33,"Arabica","Honduras","marcala","2015","May 22nd, 2015",7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,"Green"
81.33,"Arabica","Brazil","mantiqueira de minas","2014/2015","December 16th, 2014",7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,"Green"
81.33,"Arabica","Philippines","davao city, region 11","2014","November 13th, 2014",7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,"Green"
81.33,"Arabica","Malawi","mzuzu","2014","November 4th, 2014",7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,"Green"
81.33,"Arabica","Honduras","san marcos","2014","January 22nd, 2014",7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,"Green"
81.33,"Arabica","Mexico","tapachula","2012","August 30th, 2012",7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,"Green"
81.33,"Arabica","Mexico","veracruz","2012","July 11th, 2012",7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,"None"
81.33,"Arabica","Brazil","matas de minas",NA,"November 15th, 2017
",7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,"Green"
81.25,"Arabica","Taiwan","dongshan dist., tainan city 台南市東山區","2015","May 18th, 2016",7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,"Green"
81.25,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,"Green"
81.25,"Arabica","Nicaragua","jinotega","2015","July 6th, 2015",7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,"Green"
81.25,"Arabica","Honduras","marcala","2015","May 12th, 2015",7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,"Green"
81.25,"Arabica","Guatemala","huehuetenango","2014","March 21st, 2015",7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,"Bluish-Green"
81.25,"Arabica","Tanzania, United Republic Of","karatu ngorogoro","2014","December 17th, 2014",7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,"Green"
81.25,"Arabica","Taiwan","nantou","2013/2014","December 26th, 2013",7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,"Green"
81.25,"Arabica","Guatemala","sacatepequez, guatemala","2013","March 4th, 2013",7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,"Green"
81.25,"Arabica","Mexico","motozintla","2012","July 26th, 2012",7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,"Green"
81.17,"Arabica","Nicaragua","dipilto, nueva segovia","2016","March 8th, 2017",7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,"Green"
81.17,"Arabica","Tanzania, United Republic Of","ruvuma, mbinga","2015/2016","November 16th, 2015",7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,"Green"
81.17,"Arabica","Mexico","chiapas, jaltenango","2015","June 25th, 2015",7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,"Green"
81.17,"Arabica","Costa Rica","tres rios","2015","May 22nd, 2015",7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,"Bluish-Green"
81.17,"Arabica","Honduras","central region","2015","March 11th, 2015",7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,"Green"
81.17,"Arabica","Thailand","chiangrai","2014","February 15th, 2015",6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,"Blue-Green"
81.17,"Arabica","Philippines","corillera administrative","2014","January 8th, 2015",7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,"None"
81.17,"Arabica","Tanzania, United Republic Of","mbinga","2014","December 17th, 2014",7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,"Bluish-Green"
81.17,"Arabica","Malawi","southern- zomba","2014","November 4th, 2014",7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,"Green"
81.17,"Arabica","Costa Rica","central valley","2014","May 9th, 2014",7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,"Green"
81.17,"Arabica","Brazil","monte carmelo","2013","February 4th, 2014",7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,"Green"
81.17,"Arabica","Mexico","tapachula","2012","August 30th, 2012",7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,"Green"
81.17,"Arabica","Guatemala","oriente","2012","August 20th, 2012",7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,"Green"
81.17,"Arabica","Brazil","south of minas","2012","January 23rd, 2012",7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,"Green"
81.08,"Arabica","Brazil","alta paulista (sao paulo)","2016","June 21st, 2017",7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,"Green"
81.08,"Arabica","Tanzania, United Republic Of","iwala village, mbeya rural","2014","January 2nd, 2015",7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,"Green"
81.08,"Arabica","Costa Rica","naranjo","2014","December 18th, 2014",7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,"Green"
81.08,"Arabica","United States (Puerto Rico)","yauco region","2013","May 28th, 2014",7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,"Green"
81.08,"Arabica","Mexico","san fernando","2012","September 14th, 2012",7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,"None"
81.08,"Arabica","Mexico","santo reyes nopala","2012","September 4th, 2012",7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,"Green"
81.08,"Arabica","Mexico","santa maria sitepec","2012","August 30th, 2012",7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,"Green"
81.08,"Arabica","Mexico","talpa de allende","2012","July 3rd, 2012",7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,"Green"
81.08,"Arabica","United States (Hawaii)",NA,"2012","February 13th, 2012",7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,"Blue-Green"
81,"Arabica","Brazil","grama valley",NA,"January 16th, 2018",7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,"Green"
81,"Arabica","El Salvador","apaneca","2017","August 28th, 2017",7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,"Green"
81,"Arabica","Brazil","grama valley","2016 / 2017","September 9th, 2016",7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,"Bluish-Green"
81,"Arabica","Guatemala","norte","2016","August 2nd, 2016",7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,"Green"
81,"Arabica","Colombia","guayata","2016","July 22nd, 2016",7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,"Green"
81,"Arabica","Guatemala","oriente","2015","July 23rd, 2015",7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,"Green"
81,"Arabica","Taiwan","dongshan dist., tainan city 臺南市東山區","2015","May 6th, 2015",7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,"Bluish-Green"
81,"Arabica","Honduras","san marcos","2014","January 26th, 2015",7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,"Green"
81,"Arabica","Brazil","cerrado","2014","January 15th, 2015",7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,"Green"
81,"Arabica","Tanzania, United Republic Of","arusha","2014","December 15th, 2014",7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,"Green"
81,"Arabica","Uganda","eastern","2013","June 30th, 2014",7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,"Green"
81,"Arabica","Taiwan","nantou","2013/2014","December 26th, 2013",7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,"Green"
81,"Arabica","Thailand","thailand","2012","May 29th, 2013",7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,"Green"
81,"Arabica","Mexico","motozintla, chiapas","2012","September 11th, 2012",7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,"Green"
81,"Arabica","Mexico","adolfo lopez mateos","2012","July 3rd, 2012",7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,"Green"
80.92,"Arabica","Taiwan","taiwan","2017","December 8th, 2017",7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,"Blue-Green"
80.92,"Arabica","Guatemala","oriente","2017","August 23rd, 2017",7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,"Green"
80.92,"Arabica","Kenya","kiambu","2017","July 7th, 2017",7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,"Green"
80.92,"Arabica","Mexico","veracruz","2017","May 12th, 2017",7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,"Green"
80.92,"Arabica","United States (Hawaii)","kona","2014","January 13th, 2015",7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,"Bluish-Green"
80.92,"Arabica","Tanzania, United Republic Of","manyara, karatu","2014","December 18th, 2014",7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,"Green"
80.92,"Arabica","Brazil","mantiqueira de minas","2014/2015","December 16th, 2014",7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,"Green"
80.92,"Arabica","Taiwan","台中新社","2014","November 23rd, 2014",7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,"Green"
80.92,"Arabica","Brazil","south of minas","2014/2015","October 16th, 2014",7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,"None"
80.92,"Arabica","Nicaragua","matagalpa","2013","July 16th, 2014",7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,"Green"
80.92,"Arabica","Guatemala","jalapa","2014","June 10th, 2014",7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,"Green"
80.92,"Arabica","Taiwan","nantou","2013/2014","December 26th, 2013",7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,"Green"
80.92,"Arabica","Taiwan","new taipei zhonghe 新北市中和區","2013/2014","December 26th, 2013",7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,"Green"
80.92,"Arabica","Mexico","ixhuatlan del cafe","2012","July 11th, 2012",7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,"Green"
80.83,"Arabica","Laos","paksong,laos","2016","June 22nd, 2017",7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,"Green"
80.83,"Arabica","Guatemala","orient","2013","May 26th, 2014",7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,"Green"
80.83,"Arabica","Mexico","motozintla","2012","August 30th, 2012",7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,"Green"
80.83,"Arabica","Mexico","oaxaca","2012","August 29th, 2012",7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,"Green"
80.83,"Arabica","Mexico","veracruz","2012","July 3rd, 2012",7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,"Green"
80.83,"Arabica","United States (Hawaii)","kona","2012","February 23rd, 2012",7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,"Blue-Green"
80.75,"Arabica","Brazil","monte carmelo","2015/2016","October 8th, 2015",7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,"Green"
80.75,"Arabica","Myanmar","ywar ngan","2015","July 17th, 2015",6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,"Green"
80.75,"Arabica","Guatemala","huehuetenango","2015","June 18th, 2015",7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,"Green"
80.75,"Arabica","Nicaragua","jinotega","2015","May 28th, 2015",7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,"Green"
80.75,"Arabica","Honduras","siguatepeque, comayagua","2015","May 25th, 2015",7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,"Green"
80.75,"Arabica","Panama","boquete","2014","May 23rd, 2015",7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,"Green"
80.75,"Arabica","Honduras","marcala","2015","May 22nd, 2015",7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,"Green"
80.75,"Arabica","Honduras","central region","2015","March 11th, 2015",7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,"Green"
80.75,"Arabica","Costa Rica","san ramon","2014","April 11th, 2014",7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,"Green"
80.75,"Arabica","Mexico","oaxaca","2012","September 4th, 2012",7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,"Green"
80.75,"Arabica","Haiti","haiti","2012","May 22nd, 2012",7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,"Green"
80.75,"Arabica","United States (Hawaii)","kona","2011","December 21st, 2011",7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,"Bluish-Green"
80.67,"Arabica","Taiwan","taiwan","2016","August 12th, 2016",7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,"Green"
80.67,"Arabica","Indonesia","sumatra brastagi","2015","November 10th, 2015",7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,"Blue-Green"
80.67,"Arabica","Guatemala","antigua","2015/2016","October 23rd, 2015",7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,"Green"
80.67,"Arabica","Costa Rica","tarrazu","2015","February 27th, 2015",7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,"Blue-Green"
80.67,"Arabica","Malawi","southern- zomba","2014","November 4th, 2014",7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,"Bluish-Green"
80.67,"Arabica","Mexico","el desmoronado, talpan de allende jalisco","2014","October 23rd, 2014",7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,"Green"
80.67,"Arabica","Guatemala","san lucas toliman, solola","2013","June 5th, 2013",7.67,7.17,7,7.5,7,7,10,10,10,7.33,"Green"
80.67,"Arabica","Guatemala","oriente","2012","January 25th, 2012",7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,"Green"
80.67,"Arabica","Guatemala","oriente","2012","January 25th, 2012",7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,"Green"
80.58,"Arabica","Brazil","monte carmelo","2016","March 11th, 2016",7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,"Green"
80.58,"Arabica","Nicaragua","nueva segovia","2016","February 26th, 2016",7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,"Green"
80.58,"Arabica","Tanzania, United Republic Of","arusha","2014","January 6th, 2015",7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,"Bluish-Green"
80.58,"Arabica","Brazil","south of minas","2014/2015","October 17th, 2014",7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,"Green"
80.58,"Arabica","Honduras","occidental","2014","April 30th, 2014",7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,"Green"
80.58,"Arabica","Guatemala","huehuetenango","2014","January 28th, 2014",7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,"Green"
80.5,"Arabica","Taiwan","taiwan","2017","December 8th, 2017",7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,"Blue-Green"
80.5,"Arabica","Guatemala","santa rosa","2017","September 8th, 2017",7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,"Green"
80.5,"Arabica","Honduras","ocotepeque","2017","August 23rd, 2017",7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,"Green"
80.5,"Arabica","Mauritius","chamarel (south west)","2016","February 11th, 2016",7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,"Green"
80.5,"Arabica","Brazil","vale da grama","2015/2016","November 17th, 2015",7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,"Green"
80.5,"Arabica","Myanmar","pyin oo lwin","2015","July 17th, 2015",7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,"Green"
80.5,"Arabica","Guatemala","oriente","2014","April 23rd, 2014",7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,"Green"
80.5,"Arabica","Brazil","mantiqueira de minas","2013","April 17th, 2014",7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,"None"
80.5,"Arabica","United States (Hawaii)","kona","2013","February 4th, 2014",7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,"Green"
80.5,"Arabica","Guatemala","huehuetenango","2013","February 13th, 2013",7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,"Green"
80.5,"Arabica","Mexico","zaragoza itundujia","2012","September 17th, 2012",7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,"None"
80.42,"Arabica","Honduras","marcala","2016","February 3rd, 2016",7.25,7.42,7,7.42,7.33,7,10,10,10,7,"Green"
80.42,"Arabica","Taiwan","南投國姓","2014","November 23rd, 2014",7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,"Green"
80.42,"Arabica","El Salvador","department of ahuachapan, municipality of apanecallamatepec mountain","2013","April 26th, 2014",7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,"Green"
80.42,"Arabica","China","yunnan","2013","January 17th, 2014",7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,"Green"
80.42,"Arabica","Taiwan","nantou","2013/2014","December 26th, 2013
",7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,"Green"
80.42,"Arabica","Mexico","pochutla","2012","September 4th, 2012",6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,"Green"
80.42,"Arabica","Mexico","la concordia","2012","August 30th, 2012",7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,"Green"
80.33,"Arabica","Burundi","mumirwa","2016","January 22nd, 2016",7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,"Green"
80.33,"Arabica","Tanzania, United Republic Of","mkuu rombo","2015/2016","November 16th, 2015",7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,"Green"
80.33,"Arabica","Tanzania, United Republic Of","arusha","2014","December 18th, 2014",7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,"Bluish-Green"
80.33,"Arabica","Taiwan","taichung xinshe 台中市新社區","2013/2014","December 26th, 2013",7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,"Green"
80.33,"Arabica","Guatemala","oriente","2013","June 6th, 2013",7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,"Green"
80.33,"Arabica","Mexico","chilón","2012","August 30th, 2012",7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,"Green"
80.33,"Arabica","United States (Hawaii)","kona","2012","February 8th, 2012",7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,"Green"
80.25,"Arabica","Brazil","cerrado - monte carmelo - minas gerais","2017 / 2018","November 3rd, 2017",7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,"Green"
80.25,"Arabica","Honduras","comayagua","2016","April 6th, 2017",7.25,7.25,7,7,7.42,7,10,10,10,7.33,"Green"
80.25,"Arabica","Mexico","sierra madre occidental","2016","April 26th, 2016",7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,"Green"
80.25,"Arabica","Myanmar","yauk sauk, shan state","2015","August 27th, 2015",8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,"Green"
80.25,"Arabica","Myanmar","ywar ngan","2014","July 17th, 2015",7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,"Green"
80.25,"Arabica","Nicaragua","matagalpa","2015","February 20th, 2015",7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,"Green"
80.25,"Arabica","United States (Hawaii)","kona","2014","March 3rd, 2014",7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,"Green"
80.25,"Arabica","Colombia",NA,"2012","January 8th, 2014",7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,"Green"
80.25,"Arabica","Taiwan","chiayi fanlu嘉義縣番路鄉","2013/2014","December 26th, 2013",7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,"Green"
80.25,"Arabica","Guatemala","oriente","2012","January 9th, 2013",7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,"Green"
80.25,"Arabica","Mexico","calnali, hidalgo","2012","September 27th, 2012",7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,"None"
80.17,"Arabica","Honduras","marcala","2015","January 26th, 2015",7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,"Green"
80.17,"Arabica","Guatemala","oriente","2013","August 7th, 2013",7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,"Green"
80.17,"Arabica","Mexico","coatepec","2012","October 9th, 2012",7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,"Green"
80.17,"Arabica","Mexico","zaragoza itundujia","2012","September 13th, 2012",7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,"Green"
80.17,"Arabica","Mexico","veracruz","2012","September 10th, 2012",7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,"Green"
80.17,"Arabica","Guatemala","oriente","2012","May 24th, 2012",7.33,7.33,7,7.33,7,7,10,10,10,7.17,"Green"
80.08,"Arabica","Brazil","mantiqueira de minas","2017 / 2018","November 29th, 2017",7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,"Green"
80.08,"Arabica","Taiwan","苗栗泰安","2014","November 23rd, 2014",7.42,7.25,7.25,7.17,7,7,10,10,10,7,"Green"
80.08,"Arabica","Nicaragua",NA,"2013","February 25th, 2014",7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,"Green"
80.08,"Arabica","Taiwan","yunlin gukeng he bao 雲林縣古坑鄉荷苞村","2013/2014","December 26th, 2013",7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,"Green"
80.08,"Arabica","Taiwan","changhua baguashan 彰化市八卦山","2013/2014","December 26th, 2013",7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,"Green"
80.08,"Arabica","Taiwan","changhua baguashan 彰化市八卦山","2013/2014","December 26th, 2013",7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,"Green"
80.08,"Arabica","Mexico","zaragoza itundujia","2012","September 14th, 2012",7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,"None"
80.08,"Arabica","Mexico","escuitla","2012","August 30th, 2012",7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,"Green"
80,"Arabica","Nicaragua","jinotega","2017","June 13th, 2017",7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,"Green"
80,"Arabica","Myanmar","doe kwin, pyin oo lwin","2015","July 17th, 2015",7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,"Green"
80,"Arabica","Mexico","sierra fraylesca, chiapas","2014","May 1st, 2014",7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,"Green"
80,"Arabica","Taiwan","changhua baguashan 彰化市八卦山","2013/2014","December 26th, 2013",7.25,7.25,7.25,7,7.25,7,10,10,10,7,"Green"
80,"Arabica","Thailand","thailand","2012","May 29th, 2013",7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,"Green"
80,"Arabica","Mexico","coatepec","2012","September 10th, 2012",7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,"Green"
